abbreviation	lowbnd	uppbnd	obj_coef	equation	officialName	geneAssociation	subsystem
AACPS7	0	1e3	0	atp_c + ddca_c + ACP_c --> amp_c + ppi_c + ddcaACP_c	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	b2836 and b1094	Cell Envelope Biosynthesis
AACPS8	0	1e3	0	atp_c + ACP_c + dca_c --> amp_c + ppi_c + dcaACP_c	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	b2836 and b1094	Cell Envelope Biosynthesis
AACPS9	0	1e3	0	atp_c + ACP_c + octa_c --> amp_c + ppi_c + ocACP_c	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	b2836 and b1094	Cell Envelope Biosynthesis
AACTOOR	0	1e3	0	h2o_c + o2_c + aact_c --> nh4_c + h2o2_c + mthgxl_c	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)		Methylglyoxal Metabolism
AADDGT	0	1e3	0	dtdp4aaddg_c + unagamu_c --> h_c + dtdp_c + unagamuf_c	DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	b4481	Cell Envelope Biosynthesis
AAMYL	0	1e3	0	14glucan_c --> malthx_c	Alpha-amylase	b1927	Alternate Carbon Metabolism
AAMYLpp	0	1e3	0	14glucan_p --> malthx_p	Alpha-amylase (periplasm)	b3571	Alternate Carbon Metabolism
AB6PGH	0	1e3	0	h2o_c + arbt6p_c --> g6p_c + hqn_c	Arbutin 6-phosphate glucohydrolase	b2901	Alternate Carbon Metabolism
ABTA	0	1e3	0	4abut_c + akg_c --> glu__L_c + sucsal_c	4-aminobutyrate transaminase	b2662 or b1302	Arginine and Proline Metabolism
ABUTD	0	1e3	0	h2o_c + nad_c + 4abutn_c --> (2) h_c + nadh_c + 4abut_c	Aminobutyraldehyde dehydrogenase	b1444	Arginine and Proline Metabolism
ABUTt2pp	0	1e3	0	h_p + 4abut_p --> h_c + 4abut_c	4-aminobutyrate transport in via proton symport (periplasm)	b2663	Transport, Inner Membrane
ABUTtex	-1e3	1e3	0	4abut_e <==> 4abut_p	4-aminobutyrate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACACCT	0	1e3	0	accoa_c + acac_c --> aacoa_c + ac_c	Acetyl-CoA:acetoacetyl-CoA transferase	b2221 and b2222	Alternate Carbon Metabolism
ACACT1r	-1e3	1e3	0	(2) accoa_c <==> coa_c + aacoa_c	Acetyl-CoA C-acetyltransferase	b2224 or b2342 or b3845	Membrane Lipid Metabolism
ACACT2r	-1e3	1e3	0	accoa_c + btcoa_c <==> coa_c + 3ohcoa_c	Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT3r	-1e3	1e3	0	accoa_c + hxcoa_c <==> coa_c + 3oocoa_c	Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT4r	-1e3	1e3	0	accoa_c + occoa_c <==> coa_c + 3odcoa_c	Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT5r	-1e3	1e3	0	accoa_c + dcacoa_c <==> coa_c + 3oddcoa_c	Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT6r	-1e3	1e3	0	accoa_c + ddcacoa_c <==> coa_c + 3otdcoa_c	Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT7r	-1e3	1e3	0	accoa_c + tdcoa_c <==> coa_c + 3ohdcoa_c	Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACT8r	-1e3	1e3	0	coa_c + 3ohodcoa_c <==> accoa_c + pmtcoa_c	Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)	b2342 or b3845	Membrane Lipid Metabolism
ACACt2pp	-1e3	1e3	0	h_p + acac_p <==> h_c + acac_c	Acetoacetate transport via proton symport  (periplasm)	b2223	Transport, Inner Membrane
ACACtex	-1e3	1e3	0	acac_e <==> acac_p	Acetoacetate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACALD	-1e3	1e3	0	nad_c + coa_c + acald_c <==> h_c + nadh_c + accoa_c	Acetaldehyde dehydrogenase (acetylating)	b0351 or b1241	Pyruvate Metabolism
ACALDtex	-1e3	1e3	0	acald_e <==> acald_p	Acetaldehyde transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACALDtpp	-1e3	1e3	0	acald_p <==> acald_c	Acetaldehyde reversible transport (periplasm)	s0001	Transport, Inner Membrane
ACANTHAT	0	1e3	0	accoa_c + anth_c --> coa_c + acanth_c	Acetyl-CoA:anthranilate acetyltransferase	b1463	Tyrosine, Tryptophan, and Phenylalanine Metabolism
ACBIPGT	0	1e3	0	h_c + adocbip_c + gtp_c --> ppi_c + agdpcbi_c	Adenosyl cobinamide phosphate guanyltransferase	b1993	Cofactor and Prosthetic Group Biosynthesis
ACCOAC	0	1e3	0	atp_c + accoa_c + hco3_c --> adp_c + h_c + pi_c + malcoa_c	Acetyl-CoA carboxylase	b0185 and b2316 and b3255 and b3256	Membrane Lipid Metabolism
ACCOAL	0	1e3	0	atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c	Acetate-CoA ligase (ADP-forming)	b4069	Alternate Carbon Metabolism
ACGAL1PPpp	0	1e3	0	h2o_p + acgal1p_p --> pi_p + acgal_p	N-acetyl-D-galactosamine 1-phosphatase (periplasm)		Alternate Carbon Metabolism
ACGAL1Ptex	-1e3	1e3	0	acgal1p_e <==> acgal1p_p	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACGALtex	-1e3	1e3	0	acgal_e <==> acgal_p	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACGAM1PPpp	0	1e3	0	h2o_p + acgam1p_p --> pi_p + acgam_p	N-acetyl-D-glucosamine 1-phosphatase (periplasm)		Alternate Carbon Metabolism
ACGAM1Ptex	-1e3	1e3	0	acgam1p_e <==> acgam1p_p	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACGAMK	0	1e3	0	atp_c + acgam_c --> adp_c + h_c + acgam6p_c	N-acetylglucosamine kinase	b1119	Murein Recycling
ACGAMT	0	1e3	0	uacgam_c + udcpp_c --> ump_c + unaga_c	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	b3784	Cell Envelope Biosynthesis
ACGAptspp	0	1e3	0	acgam_p + pep_c --> acgam6p_c + pyr_c	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	(b2417 and b1101 and b2415 and b2416) or (b0679 and b2415 and b2416)	Transport, Inner Membrane
ACGAtex	-1e3	1e3	0	acgam_e <==> acgam_p	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACGK	0	1e3	0	atp_c + acglu_c --> adp_c + acg5p_c	Acetylglutamate kinase	b3959	Arginine and Proline Metabolism
ACGS	0	1e3	0	accoa_c + glu__L_c --> h_c + coa_c + acglu_c	N-acetylglutamate synthase	b2818	Arginine and Proline Metabolism
ACHBS	0	1e3	0	h_c + pyr_c + 2obut_c --> co2_c + 2ahbut_c	2-aceto-2-hydroxybutanoate synthase	(b3670 and b3671) or (b0077 and b0078)	Valine, Leucine, and Isoleucine Metabolism
ACKr	-1e3	1e3	0	atp_c + ac_c <==> adp_c + actp_c	Acetate kinase	b3115 or b2296 or b1849	Pyruvate Metabolism
ACLS	0	1e3	0	h_c + (2) pyr_c --> co2_c + alac__S_c	Acetolactate synthase	(b3670 and b3671) or (b0077 and b0078)	Valine, Leucine, and Isoleucine Metabolism
ACM6PH	0	1e3	0	h2o_c + acmum6p_c --> acgam6p_c + lac__D_c	N-acetylmuramate 6-phosphate hydrolase	b2428	Alternate Carbon Metabolism
ACMAMUT	0	1e3	0	unaga_c + uacmamu_c --> h_c + unagamu_c + udp_c	UDP-N-acetyl-D-mannosaminuronic acid transferase	b3794	Cell Envelope Biosynthesis
ACMANAptspp	0	1e3	0	pep_c + acmana_p --> pyr_c + acmanap_c	N-acetyl-D-mannosamine transport via PTS  (periplasm)	b1817 and b1818 and b1819 and b2415 and b2416	Transport, Inner Membrane
ACMANAtex	-1e3	1e3	0	acmana_e <==> acmana_p	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACMUMptspp	0	1e3	0	pep_c + acmum_p --> pyr_c + acmum6p_c	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	b2417 and b2429 and b2415 and b2416	Transport, Inner Membrane
ACMUMtex	0	1e3	0	acmum_e --> acmum_p	N-acetylmuramate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ACNAMt2pp	0	1e3	0	h_p + acnam_p --> h_c + acnam_c	N-acetylneuraminate proton symport (periplasm)	b3224	Transport, Inner Membrane
ACNAMtex	-1e3	1e3	0	acnam_e <==> acnam_p	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	b4311 or b0929 or b2215	Transport, Outer Membrane
ACNML	0	1e3	0	acnam_c --> pyr_c + acmana_c	N-Acetylneuraminate lyase	b3225	Alternate Carbon Metabolism
ACOAD1f	-1e3	1e3	0	btcoa_c + fad_c <==> b2coa_c + fadh2_c	Acyl-CoA dehydrogenase (butanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD2f	-1e3	1e3	0	hxcoa_c + fad_c <==> fadh2_c + hx2coa_c	Acyl-CoA dehydrogenase (hexanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD3f	-1e3	1e3	0	occoa_c + fad_c <==> fadh2_c + oc2coa_c	Acyl-CoA dehydrogenase (octanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD4f	-1e3	1e3	0	dcacoa_c + fad_c <==> fadh2_c + dc2coa_c	Acyl-CoA dehydrogenase (decanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD5f	-1e3	1e3	0	ddcacoa_c + fad_c <==> fadh2_c + dd2coa_c	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD6f	-1e3	1e3	0	tdcoa_c + fad_c <==> fadh2_c + td2coa_c	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD7f	-1e3	1e3	0	pmtcoa_c + fad_c <==> fadh2_c + hdd2coa_c	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOAD8f	-1e3	1e3	0	fad_c + stcoa_c <==> fadh2_c + od2coa_c	Acyl-CoA dehydrogenase (octadecanoyl-CoA)	b0221	Membrane Lipid Metabolism
ACOATA	-1e3	1e3	0	ACP_c + accoa_c <==> coa_c + acACP_c	Acetyl-CoA ACP transacylase	b1094 and b1091	Membrane Lipid Metabolism
ACODA	0	1e3	0	h2o_c + acorn_c --> ac_c + orn_c	Acetylornithine deacetylase	b3957	Arginine and Proline Metabolism
ACOLIPAabctex	0	1e3	0	atp_c + h2o_c + acolipa_p --> adp_c + h_c + pi_c + acolipa_e	Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	b3200 and b3201 and b3199 and b4261 and b4262	Lipopolysaccharide Biosynthesis / Recycling
ACONIs	-1e3	1e3	0	acon_T_c <==> acon_C_c	Aconitate isomerase (spontaneous)	s0001	Unassigned
ACONMT	0	1e3	0	acon_T_c + amet_c --> aconm_c + ahcys_c	Trans-aconitate methyltransferase	b1519	Unassigned
ACONTa	-1e3	1e3	0	cit_c <==> h2o_c + acon_C_c	Aconitase (half-reaction A, Citrate hydro-lyase)	b0118 or b1276	Citric Acid Cycle
ACONTb	-1e3	1e3	0	h2o_c + acon_C_c <==> icit_c	Aconitase (half-reaction B, Isocitrate hydro-lyase)	b0118 or b1276	Citric Acid Cycle
ACOTA	-1e3	1e3	0	akg_c + acorn_c <==> glu__L_c + acg5sa_c	Acetylornithine transaminase	b1748 or b3359	Arginine and Proline Metabolism
ACPPAT120	0	1e3	0	h_c + pi_c + ddcaACP_c --> ACP_c + ddcap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT140	0	1e3	0	h_c + pi_c + myrsACP_c --> ACP_c + ttdcap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT141	0	1e3	0	h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT160	0	1e3	0	h_c + pi_c + palmACP_c --> ACP_c + hdcap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT161	0	1e3	0	h_c + pi_c + hdeACP_c --> ACP_c + hdceap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT180	0	1e3	0	h_c + pi_c + ocdcaACP_c --> ACP_c + ocdcap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	b1094 and b1090	Glycerophospholipid Metabolism
ACPPAT181	0	1e3	0	h_c + pi_c + octeACP_c --> ACP_c + ocdceap_c	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	b1094 and b1090	Glycerophospholipid Metabolism
ACPS1	0	1e3	0	coa_c + apoACP_c --> h_c + ACP_c + pap_c	Acyl-carrier protein synthase	b3475 or b2563	Cofactor and Prosthetic Group Biosynthesis
ACS	0	1e3	0	atp_c + coa_c + ac_c --> amp_c + ppi_c + accoa_c	Acetyl-CoA synthetase	b4069	Pyruvate Metabolism
ACSERtex	-1e3	1e3	0	acser_e <==> acser_p	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	b1377 or b2215 or b0241 or b0929	Transport, Outer Membrane Porin
ACSERtpp	0	1e3	0	acser_c --> acser_p	O-Acetyl-L-serine export via facilitated transport	b2578 or b1533	Transport, Inner Membrane
ACt2rpp	-1e3	1e3	0	h_p + ac_p <==> h_c + ac_c	Acetate reversible transport via proton symport (periplasm)		Transport, Inner Membrane
ACt4pp	0	1e3	0	ac_p + na1_p --> ac_c + na1_c	Na+/Acetate symport (periplasm)	b4067	Transport, Inner Membrane
ACtex	-1e3	1e3	0	ac_e <==> ac_p	Acetate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ADA	0	1e3	0	h2o_c + h_c + adn_c --> nh4_c + ins_c	Adenosine deaminase	b1623	Nucleotide Salvage Pathway
ADCL	0	1e3	0	4adcho_c --> h_c + pyr_c + 4abz_c	4-aminobenzoate synthase	b1096	Cofactor and Prosthetic Group Biosynthesis
ADCS	0	1e3	0	chor_c + gln__L_c --> glu__L_c + 4adcho_c	4-amino-4-deoxychorismate synthase	b3360 and b1812	Cofactor and Prosthetic Group Biosynthesis
ADD	0	1e3	0	h2o_c + h_c + ade_c --> nh4_c + hxan_c	Adenine deaminase	b3665	Nucleotide Salvage Pathway
ADEt2rpp	-1e3	1e3	0	h_p + ade_p <==> h_c + ade_c	Adenine transport via proton symport (reversible) (periplasm)	b3654 or b3714	Transport, Inner Membrane
ADEtex	-1e3	1e3	0	ade_e <==> ade_p	Adenine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ADK1	-1e3	1e3	0	atp_c + amp_c <==> (2) adp_c	Adenylate kinase	b0474	Nucleotide Salvage Pathway
ADK3	-1e3	1e3	0	amp_c + gtp_c <==> adp_c + gdp_c	Adentylate kinase (GTP)	b0474	Nucleotide Salvage Pathway
ADK4	-1e3	1e3	0	amp_c + itp_c <==> adp_c + idp_c	Adentylate kinase (ITP)	b0474	Nucleotide Salvage Pathway
ADMDC	0	1e3	0	h_c + amet_c --> co2_c + ametam_c	Adenosylmethionine decarboxylase	b0120	Arginine and Proline Metabolism
ADNCYC	0	1e3	0	atp_c --> ppi_c + camp_c	Adenylate cyclase	b3806	Nucleotide Salvage Pathway
ADNK1	0	1e3	0	atp_c + adn_c --> adp_c + h_c + amp_c	Adenosine kinase	b0474	Nucleotide Salvage Pathway
ADNUC	0	1e3	0	h2o_c + adn_c --> ade_c + rib__D_c	Adenosine hydrolase	b0030	Alternate Carbon Metabolism
ADNt2pp_copy1	0	1e3	0	h_p + adn_p --> h_c + adn_c	Adenosine transport in via proton symport (periplasm)	b2964 or b2393	Transport, Inner Membrane
ADNt2pp_copy2	-1e3	1e3	0	h_p + adn_p <==> h_c + adn_c	Adenosine transport in via proton symport (periplasm)	b2406	Transport, Inner Membrane
ADNtex	-1e3	1e3	0	adn_e <==> adn_p	Adenosine transport via diffusion (extracellular to periplasm)	b0411	Transport, Outer Membrane
ADOCBIK	0	1e3	0	atp_c + adocbi_c --> adp_c + h_c + adocbip_c	Adenosyl cobinamide kinase	b1993	Cofactor and Prosthetic Group Biosynthesis
ADOCBLS	0	1e3	0	agdpcbi_c + rdmbzi_c --> h_c + adocbl_c + gmp_c	Adenosylcobalamin 5'-phosphate synthase	b1992	Cofactor and Prosthetic Group Biosynthesis
ADOCBLabcpp	0	1e3	0	atp_c + h2o_c + adocbl_p --> adp_c + h_c + pi_c + adocbl_c	Adenosylcobalamin transport via ABC system (periplasm)	b1711 and b1709 and b0158	Transport, Inner Membrane
ADOCBLtonex	0	1e3	0	h_p + adocbl_e --> h_c + adocbl_p	Adenosylcobalimin transport via ton system (extermal)	b3966 and (b1252 and b3005 and b3006)	Transport, Outer Membrane
ADPRDP	0	1e3	0	h2o_c + adprib_c --> (2) h_c + amp_c + r5p_c	ADPribose diphosphatase	b3397 or b3034	Nucleotide Salvage Pathway
ADPT	0	1e3	0	ade_c + prpp_c --> amp_c + ppi_c	Adenine phosphoribosyltransferase	b0469	Nucleotide Salvage Pathway
ADSK	0	1e3	0	atp_c + aps_c --> adp_c + h_c + paps_c	Adenylyl-sulfate kinase	b2750	Cysteine Metabolism
ADSL1r	-1e3	1e3	0	dcamp_c <==> amp_c + fum_c	Adenylsuccinate lyase	b1131	Purine and Pyrimidine Biosynthesis
ADSL2r	-1e3	1e3	0	25aics_c <==> fum_c + aicar_c	Adenylosuccinate lyase	b1131	Purine and Pyrimidine Biosynthesis
ADSS	0	1e3	0	gtp_c + asp__L_c + imp_c --> (2) h_c + pi_c + gdp_c + dcamp_c	Adenylosuccinate synthase	b4177	Purine and Pyrimidine Biosynthesis
AGDC	0	1e3	0	h2o_c + acgam6p_c --> ac_c + gam6p_c	N-acetylglucosamine-6-phosphate deacetylase	b0677	Alternate Carbon Metabolism
AGM3PA	0	1e3	0	h2o_c + anhgm3p_c --> LalaDgluMdap_c + anhgm_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	b0110	Murein Recycling
AGM3PApp	0	1e3	0	h2o_p + anhgm3p_p --> LalaDgluMdap_p + anhgm_p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	b2435 or b2817 or b4169	Murein Recycling
AGM3PH	0	1e3	0	h2o_c + anhgm3p_c --> acgam_c + anhm3p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	b1107	Murein Recycling
AGM3Pt2pp	0	1e3	0	h_p + anhgm3p_p --> h_c + anhgm3p_c	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	b0433	Murein Recycling
AGM4PA	0	1e3	0	h2o_c + anhgm4p_c --> LalaDgluMdapDala_c + anhgm_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	b0110	Murein Recycling
AGM4PApp	0	1e3	0	h2o_p + anhgm4p_p --> LalaDgluMdapDala_p + anhgm_p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	b2435 or b2817 or b4169	Murein Recycling
AGM4PCP	0	1e3	0	h2o_c + anhgm4p_c --> ala__D_c + anhgm3p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	b1192	Murein Recycling
AGM4PCPpp	0	1e3	0	h2o_p + anhgm4p_p --> ala__D_p + anhgm3p_p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)		Murein Recycling
AGM4PH	0	1e3	0	h2o_c + anhgm4p_c --> acgam_c + anhm4p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	b1107	Murein Recycling
AGM4Pt2pp	0	1e3	0	h_p + anhgm4p_p --> h_c + anhgm4p_c	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	b0433	Murein Recycling
AGMH	0	1e3	0	h2o_c + anhgm_c --> acgam_c + anhm_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	b1107	Murein Recycling
AGMHE	0	1e3	0	adphep_DD_c --> adphep_LD_c	ADP-D-glycero-D-manno-heptose epimerase	b3619	Lipopolysaccharide Biosynthesis / Recycling
AGMT	0	1e3	0	h2o_c + agm_c --> ptrc_c + urea_c	Agmatinase	b2937	Arginine and Proline Metabolism
AGMt2pp	0	1e3	0	h_p + anhgm_p --> h_c + anhgm_c	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	b0433	Murein Recycling
AGMtex	-1e3	1e3	0	agm_e <==> agm_p	Agmatine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
AGPAT120	0	1e3	0	ddcaACP_c + 1ddecg3p_c --> ACP_c + pa120_c	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	b3018	Glycerophospholipid Metabolism
AGPAT140	0	1e3	0	myrsACP_c + 1tdecg3p_c --> ACP_c + pa140_c	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	b3018	Glycerophospholipid Metabolism
AGPAT141	0	1e3	0	tdeACP_c + 1tdec7eg3p_c --> ACP_c + pa141_c	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	b3018	Glycerophospholipid Metabolism
AGPAT160	0	1e3	0	palmACP_c + 1hdecg3p_c --> ACP_c + pa160_c	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	b3018	Glycerophospholipid Metabolism
AGPAT161	0	1e3	0	hdeACP_c + 1hdec9eg3p_c --> ACP_c + pa161_c	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	b3018	Glycerophospholipid Metabolism
AGPAT180	0	1e3	0	ocdcaACP_c + 1odecg3p_c --> ACP_c + pa180_c	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	b3018	Glycerophospholipid Metabolism
AGPAT181	0	1e3	0	octeACP_c + 1odec11eg3p_c --> ACP_c + pa181_c	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	b3018	Glycerophospholipid Metabolism
AGPR	-1e3	1e3	0	pi_c + nadp_c + acg5sa_c <==> h_c + nadph_c + acg5p_c	N-acetyl-g-glutamyl-phosphate reductase	b3958	Arginine and Proline Metabolism
AGt3	0	1e3	0	ag_c + h_e --> h_c + ag_e	Silver transport out via proton antiport	b0572 and b0573 and b0574 and b0575	Inorganic Ion Transport and Metabolism
AHCYSNS	0	1e3	0	h2o_c + ahcys_c --> ade_c + rhcys_c	S-adenosylhomocysteine nucleosidase	b0159	Methionine Metabolism
AICART	-1e3	1e3	0	aicar_c + 10fthf_c <==> fprica_c + thf_c	Phosphoribosylaminoimidazolecarboxamide formyltransferase	b4006	Purine and Pyrimidine Biosynthesis
AIRC2	0	1e3	0	atp_c + hco3_c + air_c --> adp_c + h_c + pi_c + 5caiz_c	Phosphoribosylaminoimidazole carboxylase	b0522	Purine and Pyrimidine Biosynthesis
AIRC3	-1e3	1e3	0	5aizc_c <==> 5caiz_c	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	b0523	Purine and Pyrimidine Biosynthesis
AKGDH	0	1e3	0	nad_c + coa_c + akg_c --> nadh_c + co2_c + succoa_c	2-Oxogluterate dehydrogenase	b0116 and b0726 and b0727	Citric Acid Cycle
AKGt2rpp	-1e3	1e3	0	h_p + akg_p <==> h_c + akg_c	2-oxoglutarate reversible transport via symport (periplasm)	b2587	Transport, Inner Membrane
AKGtex	-1e3	1e3	0	akg_e <==> akg_p	Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ALAALAD	0	1e3	0	h2o_c + alaala_c --> (2) ala__D_c	D-alanine-D-alanine dipeptidase	b1488	Murein Recycling
ALAALAabcpp	0	1e3	0	atp_c + h2o_c + alaala_p --> adp_c + h_c + pi_c + alaala_c	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	(b1487 and b1486 and b1485 and b1484 and b1483) or (b3544 and b3543 and b3542 and b3541 and b3540)	Transport, Inner Membrane
ALAALAr	-1e3	1e3	0	atp_c + (2) ala__D_c <==> adp_c + h_c + pi_c + alaala_c	D-alanine-D-alanine ligase (reversible)	b0381 or b0092	Cell Envelope Biosynthesis
ALAALAtex	-1e3	1e3	0	alaala_e <==> alaala_p	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
ALAGLUE	-1e3	1e3	0	LalaDglu_c <==> LalaLglu_c	L-alanyl-gamma-glutamate epimerase	b1325	Murein Recycling
ALAR	-1e3	1e3	0	ala__L_c <==> ala__D_c	Alanine racemase	b1190 or b4053	Alanine and Aspartate Metabolism
ALATA_D2	0	1e3	0	ala__D_c + pydx5p_c --> pyr_c + pyam5p_c	D-alanine transaminase	b2551 or b0870	Cofactor and Prosthetic Group Biosynthesis
ALATA_L	-1e3	1e3	0	akg_c + ala__L_c <==> glu__L_c + pyr_c	L-alanine transaminase	b2290 or b2379	Alanine and Aspartate Metabolism
ALATA_L2	0	1e3	0	ala__L_c + pydx5p_c --> pyr_c + pyam5p_c	Alanine transaminase	b0870 or b2551	Cofactor and Prosthetic Group Biosynthesis
ALATRS	0	1e3	0	atp_c + ala__L_c + trnaala_c --> amp_c + ppi_c + alatrna_c	Alanyl-tRNA synthetase	b2697	tRNA Charging
ALAabcpp	0	1e3	0	atp_c + h2o_c + ala__L_p --> adp_c + h_c + pi_c + ala__L_c	L-alanine transport via ABC system (periplasm)	b3454 and b3455 and b3457 and b3460 and b3456	Transport, Inner Membrane
ALAt2pp_copy1	0	1e3	0	h_p + ala__L_p --> h_c + ala__L_c	L-alanine transport in via proton symport (periplasm)	b4208	Transport, Inner Membrane
